,post,type,symptom,label
102,"Despite feeling an overwhelming sense of despair, I also find myself deeply pessimistic about any potential for positive change, while constant self-criticism erodes my motivation further.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
103,"I am plagued by a persistent low mood that clouds my perception of the future, making me feel guilty about my inability to maintain interest in significant activities.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
104,"My pervasive sense of melancholy intertwines with a belief that any attempts to alter my life’s trajectory are pointless, leading to a marked detachment from both people and endeavors.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
105,"I just feel empty all the time and honestly think nothing good will ever happen. I can't shake the feeling that I'm not worth anything, and I don't even care about things that used to make me happy.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
106,"I'm stuck in this constant state of sadness, expecting the worst in every situation. I feel like a failure and have no motivation to do anything anymore.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
107,I feel like my emotions are shut off and every day is just another confirmation that life is going nowhere. I can't even find joy in the things I used to love.,colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
108,"Everything feels heavy and grey, and I can't see a future where I succeed at anything. I feel guilty for not being able to pull myself together and enjoy life.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
109,"I feel like life is just a series of letdowns and I can't help but blame myself for everything going wrong. Nothing excites me anymore, and I just want to disconnect from it all.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
110,"I experience prolonged sleep episodes at night, yet I still feel a persistent lack of energy and struggle to get out of bed each morning.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
111,"Despite sleeping excessively, I wake up frequently during the night and face sustained fatigue without any physical exertion.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
112,"I have restless, unsatisfying sleep, accompanied by a constant sense of tiredness throughout the day.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
113,"Even after a full night's sleep, I experience racing thoughts that keep me awake and leave me feeling physically and mentally sluggish the next day.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
114,"I am dealing with initial insomnia and waking up too early, coupled with experiencing a noticeable decrease in productivity at work due to low energy.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
115,"I can't remember the last time I had a good night's sleep, and I feel exhausted as soon as I wake up.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
116,"No matter how much I sleep, I'm always tired and it's hard to get anything done during the day.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
117,I wake up a lot during the night and feel like a zombie all day long.,colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
118,"Sleeping is a struggle with nightmares and anxiety, and I have no energy left to do even the simplest things.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
119,"I feel like I can never get enough sleep, but no matter how much I rest, I'm always drained.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
120,"I frequently experience a pervasive sense of worthlessness and guilt, alongside a persistent low mood, which makes it extremely difficult for me to make even the simplest decisions.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
121,"I am overwhelmed by persistent feelings of guilt and self-blame, coupled with a sense of despair and indecisiveness that leaves me paralyzed in my daily life.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
122,"I find myself constantly criticizing my worth and feeling emotionally numb, while struggling to decide on anything without extreme anxiety and procrastination.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
123,"My depressive mood is accompanied by self-reproach and guilt, making it nearly impossible to make decisions without doubting myself severely.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
124,"I endure a persistent sense of melancholy and worthlessness, leading to prolonged indecisiveness and distress when faced with choices.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
125,"I feel like I'm constantly second-guessing myself and feeling guilty for everything, all the while struggling to even attempt making choices because I just feel too empty.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
126,Sometimes I feel so worthless and sad that even picking what to eat for breakfast feels like an impossible task.,colloquial,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
127,"I can't stop blaming myself for every little thing and it's making me so depressed, I can't even decide what to do next without freaking out.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
128,"Every decision feels too overwhelming because I'm convinced I'll just mess it up, and these feelings of guilt and low self-worth never go away.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
129,"I hate feeling like this—constantly stuck in my head with sadness and guilt, too paralyzed to make even the smallest decisions.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
130,"I am experiencing recurrent suicidal ideation, a pronounced lack of motivation, and pervasive pessimism about the future, which together contribute to a significant decline in my overall functioning.",clinical,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
131,"I find myself constantly contemplating suicide because I can't shake the feeling that my future holds nothing but failure and despair, and I've lost all interest in activities I once enjoyed.",clinical,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
132,"My chronic pessimism about ever achieving personal growth, combined with my loss of interest in previously pleasurable activities, often leads me to consider suicidal thoughts as an escape.",clinical,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
133,"I frequently experience thoughts of ending my life, driven by a sense of hopelessness about my ability to succeed, and my lack of motivation exacerbates this emotional state.",clinical,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
134,"Persistent suicidal ideation is accompanied by a pervasive sense of pessimism about future endeavors and a marked lack of interest in significant activities, underscoring my current psychological distress.",clinical,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
135,"Sometimes I think about not being here anymore because I'm convinced nothing will ever get better, and honestly, I've stopped caring about everything.",colloquial,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
136,"I keep imagining how to end it all; it feels like nothing I do will ever change anything, and I just don't have the energy to even try anymore.",colloquial,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
137,"I feel like my life is going nowhere and I can't bring myself to care about anything, which makes me wonder if it’s worth sticking around.",colloquial,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
138,"Every day feels like a struggle just to get out of bed because I’m sure everything will just stay the same or get worse, and I sometimes think it'd be easier to just end it.",colloquial,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
139,"I just don’t see the point in anything anymore, and the thought of not having to deal with it all is becoming more appealing by the day.",colloquial,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
140,"I find myself overwhelmed by a persistent low mood and the troubling increase in the frequency of urination, coupled with a distressing sense of emotional numbness.",clinical,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,"I experience a pervasive sense of gloom alongside a weak urine stream, and I've lost interest in sexual activity altogether.",clinical,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142,"I present with frequent crying spells and nocturia, which exacerbates my feelings of despair and emptiness.",clinical,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,"Despite experiencing painful urination and a pervasive sense of melancholy, I also deal with feelings of emotional heaviness and anorgasmia.",clinical,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,"Persistent feelings of sadness are compounded by urinary incontinence and a distressing sense of incompleteness, including a development of frigidity.",clinical,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,I'm just feeling empty all the time and can't even get through the night without waking up to pee multiple times.,colloquial,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,"It's like I'm stuck in this gloom and even trying to pee feels like a struggle, and sex is the last thing on my mind.",colloquial,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,"I end up in tears without reason, and this constant urge to pee makes everything feel worse, like I'm not complete.",colloquial,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
148,I can't shake this sadness and the pain when I pee is just another thing on top of feeling numb and uninterested in sex.,colloquial,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,"Crying spells hit hard, and dealing with random incontinence makes everything feel heavier, like I'm losing myself.",colloquial,"['Depressed_Mood', 'Genitourinary_symptoms']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,"I have been experiencing a persistent sense of melancholy, combined with initial insomnia, and I frequently find myself unable to recall recent events.",clinical,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
151,"I feel emotionally numb and can't seem to sleep properly, which is making it difficult for me to remember appointments or even daily tasks.",clinical,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
152,Persistent feelings of sadness are coupled with my middle insomnia and consistent episodes of forgetting important details of conversations.,clinical,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
153,"I feel an overwhelming sense of gloom, which is accompanied by irregular sleep patterns, and I often struggle to remember names of acquaintances.",clinical,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
154,"Experiencing a pervasive sense of despair, I suffer from insomnia and frequently misplace personal items due to poor memory.",clinical,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
155,"I feel completely empty, can't sleep right, and keep forgetting what I was doing even five minutes ago.",colloquial,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
156,Life feels heavy and I can't remember stuff; I barely sleep at night and wake up exhausted.,colloquial,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
157,"I cry all the time, can't fall asleep no matter how tired I am, and forget plans I made yesterday.",colloquial,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
158,"I stay up all night because I can't shake this sadness, and my memory is so bad I can't even keep track of my keys.",colloquial,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
159,"Every day feels gloomy, I'm up at night unable to sleep, and I can't remember what I was supposed to do today.",colloquial,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
160,"I frequently experience suicidal ideation, often feeling an overwhelming sense of worthlessness and persistent depressed mood, which is compounded by my poor memory affecting daily life.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
161,"I find myself feeling guilty over trivial past mistakes, struggling with a pervasive sense of sadness, and having difficulty remembering things, which fuels my thoughts about death.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
162,"The frequent crying spells and emotional numbness, combined with my self-reproach and memory lapses, often lead me to contemplate ending it all.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
163,"I am plagued by recurrent suicidal thoughts, accompanied by an overwhelming guilt for past actions, a persistent low mood, and significant memory issues.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
164,"The distressing sense of emptiness and worthlessness, alongside my inability to remember important tasks and my constant thoughts of death, create a crippling mental state.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
165,"Sometimes I feel so worthless and sad that I can't remember anything, and all I can think about is ending it all.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
166,I just feel like such a failure all the time. I'm always so sad and my memory is shit. It makes me think about not wanting to live anymore.,colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
