,post,type,symptom,description,label
141,I constantly feel on edge and it's like I'm ready to snap at any moment.,colloquial,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142,There is a consistent undercurrent of anger that I find challenging to suppress.,clinical,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,"I am always pissed off for no reason, and it's getting hard to deal with.",colloquial,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,I have an ongoing sensation of restlessness and irritation that persists throughout the day.,clinical,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,I'm just constantly annoyed and it feels like everything and everyone irritates me.,colloquial,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,There is a relentless feeling of internal agitation that I cannot seem to alleviate.,clinical,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,"I feel like I'm always on the verge of losing my temper, even when nothing's happening.",colloquial,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
148,I regularly experience a sense of agitation that is both persistent and intrusive.,clinical,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,I can't shake this constant feeling of being irritable and restless.,colloquial,Anger_Irritability,Feeling a persistent sense of restlessness,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,I frequently experience episodes of intense irritability that are disproportionate to the situation.,clinical,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,"Every little thing is getting on my nerves these days, and I snap at the smallest provocation.",colloquial,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,I notice an increased frequency of angry outbursts that I struggle to control.,clinical,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,"I feel like I'm on edge all the time, and even the smallest things make me explode.",colloquial,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,I experience heightened irritability and a low threshold for frustration.,clinical,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,"Lately, I've been losing my cool over nothing, just can't handle anything calmly.",colloquial,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,I have difficulty managing my anger and often respond with excessive irritability.,clinical,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,I keep getting angry at things that used to not bother me at all.,colloquial,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,"My patience is significantly diminished, leading to frequent episodes of irritability.",clinical,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,"Everything annoys me, and I find myself snapping at the people around me way too often.",colloquial,Anger_Irritability,Having a short temper,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,"I frequently experience increased irritability during social interactions, often leading to tension.",clinical,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,I can't stand being around people anymore; everyone just gets on my nerves.,colloquial,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,"During conversations, I find myself becoming easily annoyed and agitated, causing strain in my relationships.",clinical,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,Every little thing people do just makes me so angry; it's like I'm always on edge.,colloquial,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,I notice a persistent feeling of tension and irritability when engaging in social interactions.,clinical,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
165,I'm so fed up with everyone; I just lose my temper over the smallest things.,colloquial,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
166,I experience significant difficulty managing my anger and irritation during social engagements.,clinical,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
167,It's like I can't have a normal conversation anymore without getting pissed off.,colloquial,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
168,I have a marked increase in irritability that often results in conflict during interactions with others.,clinical,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,"I feel like I'm constantly snapping at people, even when they don't really do anything wrong.",colloquial,Anger_Irritability,Experiencing tension in social interactions,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,I experience frequent episodes of irritability that seem disproportionate to the situation.,clinical,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
171,I find myself snapping at people over the smallest things.,colloquial,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
172,"I have an increased sensitivity to minor annoyances, leading to anger outbursts.",clinical,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
173,"The tiniest things set me off lately, and I can't seem to control it.",colloquial,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
174,I exhibit heightened emotional responses characterized by irritability.,clinical,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,Everything seems to get on my nerves these days.,colloquial,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,"I have difficulty managing anger, resulting in frequent episodes of irritability.",clinical,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,I feel like I'm always on edge and ready to snap.,colloquial,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178,I notice an increased frequency of irritability that is not typically characteristic of me.,clinical,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,I'm so easily annoyed that it's starting to affect my relationships.,colloquial,Anger_Irritability,Feeling easily provoked or triggered,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,I frequently experience heightened irritability and tend to react with hostility towards people around me.,clinical,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
181,"Lately, I just can't stand people, and everything they do makes me furious.",colloquial,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
182,"I find myself demonstrating increased anger and frustration in interactions, often resulting in conflict.",clinical,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
183,I'm so easily annoyed these days and snap at people for no reason.,colloquial,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
184,"I exhibit pervasive feelings of irritability, leading to frequent confrontations.",clinical,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
185,"I feel like I'm on edge all the time, and even small things set me off.",colloquial,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
186,"I am experiencing an ongoing sensation of anger towards those I interact with, often without a clear provocation.",clinical,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
187,"I keep getting mad at everyone, even though they haven't done anything wrong.",colloquial,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
188,"I observe a persistent state of irritability, manifesting in hostile verbal exchanges.",clinical,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
189,"I've been lashing out at people more than usual, and it's like I can't control it.",colloquial,Anger_Irritability,Experiencing a sense of hostility towards others,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
190,I experience persistent fatigue regardless of how much rest I get.,clinical,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,I'm so tired all the time.,colloquial,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
192,I find it difficult to engage in daily activities due to a constant lack of energy.,clinical,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
193,"No matter how much I sleep, I'm just always exhausted.",colloquial,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
194,I have a significant reduction in energy levels that affects my ability to function.,clinical,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
195,I feel drained and can't seem to get my energy back.,colloquial,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196,I struggle with chronic tiredness that does not improve with rest.,clinical,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197,I wake up tired and stay that way all day.,colloquial,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
198,I am unable to maintain my usual levels of physical and mental activity due to fatigue.,clinical,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
199,"I have zero energy to do anything, even simple tasks feel impossible.",colloquial,Decreased_energy_tiredness_fatigue,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
200,"I experience persistent low energy levels throughout the day, despite getting sufficient rest.",clinical,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201,I'm constantly feeling drained no matter how much I sleep.,colloquial,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202,I notice an inability to sustain energy for tasks that were previously manageable.,clinical,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,"I can't seem to shake off this tiredness, even after a restful night.",colloquial,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
204,I find myself frequently experiencing fatigue that interferes with my daily activities.,clinical,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
205,"I feel worn out all the time, and it's hard to get anything done.",colloquial,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206,"I encounter significant fatigue and lack of energy, which is not alleviated by rest.",clinical,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
207,"I'm just so tired all the time, like I can't get out of this slump.",colloquial,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
208,I have difficulty maintaining energy levels needed for daily functioning.,clinical,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
209,"I always feel like I'm running on empty, no matter what I do.",colloquial,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
210,I experience chronic fatigue that does not improve with rest.,clinical,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
211,"I'm exhausted all the time, no matter how much I sleep.",colloquial,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
212,I have significant difficulty maintaining energy levels throughout the day.,clinical,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
213,I feel completely drained from the moment I wake up.,colloquial,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
214,I am unable to sustain daily activities due to profound tiredness.,clinical,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
215,I can't shake off this constant feeling of being worn out.,colloquial,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
216,I notice a persistent lack of physical and mental energy.,clinical,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
217,Every day feels like I'm running on empty.,colloquial,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
218,I experience sustained low energy levels despite adequate rest.,clinical,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
219,I feel too tired to do even the simplest tasks.,colloquial,Decreased_energy_tiredness_fatigue,Feeling a persistent lack of energy.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
220,"I consistently experience diminished energy levels throughout the day, regardless of my sleep duration.",clinical,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
221,I feel perpetually drained and can hardly muster the energy to carry out daily activities.,clinical,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
222,"Despite adequate rest, I continue to suffer from persistent fatigue that impairs my ability to function normally.",clinical,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
223,I report an ongoing lack of energy that severely impacts my daily responsibilities and engagement.,clinical,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
224,"My energy levels are consistently low, and I feel an overwhelming sense of fatigue each day.",clinical,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
225,I'm always tired no matter how much sleep I get. It's like I'm never fully rested.,colloquial,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
226,I feel exhausted all the time and even small tasks seem impossible to tackle.,colloquial,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
227,"Every day feels like I'm running on empty, and I can never catch up on rest.",colloquial,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
228,"I'm just so tired all the time, even when I haven't done anything strenuous.",colloquial,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
229,"I can't shake this constant fatigue, it feels like I'm always in need of a nap.",colloquial,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
230,I experience persistent feelings of exhaustion despite getting adequate sleep.,clinical,Decreased_energy_tiredness_fatigue,Feeling exhausted even after a full night's sleep.,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
